FECHA_INSCRIPCION,FECHA_NACIMIENTO,GENERO,DESCRIPCION_SUBTIPO
01DEC2016:09:21:36,09FEB2009:00:00:00,Masculino,Adopción Plena
27SEP2016:11:37:20,08JAN2012:00:00:00,Femenino,Adopción Plena
13DEC2016:13:34:29,18OCT2004:00:00:00,Femenino,Adopción Plena
18JUL2016:10:23:56,13JAN2015:00:00:00,Masculino,Adopción Plena
10NOV2016:11:03:39,06NOV2013:00:00:00,Femenino,Adopción Plena
01DEC2016:11:27:45,09FEB2009:00:00:00,Masculino,Adopción Plena
27SEP2016:13:28:14,21JUN2014:00:00:00,Masculino,Adopción Plena
23SEP2016:11:16:49,05OCT2009:00:00:00,Masculino,Adopción Plena
20SEP2016:11:38:35,15AUG2009:00:00:00,Femenino,Adopción Plena
12OCT2016:12:12:48,22JUL2014:00:00:00,Masculino,Adopción Plena
08NOV2016:12:52:43,06OCT2012:00:00:00,Femenino,Adopción Plena
23SEP2016:11:30:11,13JUN2013:00:00:00,Masculino,Adopción Plena
12DEC2016:10:04:08,26OCT2013:00:00:00,Masculino,Adopción Plena
23SEP2016:12:38:01,11APR1999:00:00:00,Femenino,Adopción Plena
04NOV2016:14:20:09,06NOV2012:00:00:00,Femenino,Adopción Plena
04OCT2016:11:26:39,23JAN2009:00:00:00,Femenino,Adopción Plena
20SEP2016:12:46:41,31JUL2011:00:00:00,Femenino,Adopción Plena
06OCT2016:10:08:39,22JUL2013:00:00:00,Femenino,Adopción Plena
27SEP2016:15:06:44,06NOV2012:00:00:00,Femenino,Adopción Plena
18AUG2016:15:33:46,09JUL2002:00:00:00,Masculino,Adopción Plena
14NOV2016:10:38:42,30JUL2005:00:00:00,Masculino,Adopción Plena
19SEP2016:14:17:02,27AUG2007:00:00:00,Masculino,Adopción Plena
05JUL2016:09:53:27,20APR2005:00:00:00,Masculino,Adopción Plena
18AUG2016:11:25:39,03SEP2001:00:00:00,Femenino,Adopción Simple
15JUL2016:12:09:08,22JUL2013:00:00:00,Masculino,Adopción Plena
31AUG2016:13:39:48,24JUL1996:00:00:00,Femenino,Adopción Plena
06JUL2016:10:25:22,10OCT2006:00:00:00,Femenino,Adopción Plena
24JUN2016:13:57:50,13APR2014:00:00:00,Femenino,Adopción Plena
07SEP2016:13:57:12,02JUL2010:00:00:00,Masculino,Adopción Simple
03AUG2016:12:56:43,21MAY2012:00:00:00,Masculino,Adopción Plena
04JUL2016:10:39:24,20JAN2014:00:00:00,Masculino,Adopción Plena
18AUG2016:12:09:33,12OCT1987:00:00:00,Femenino,Adopción Simple
06JUL2016:11:09:01,06MAY1975:00:00:00,,Adopción Simple
15SEP2016:12:43:00,10OCT2000:00:00:00,Femenino,Adopción Plena
25JUL2016:10:28:38,11OCT1999:00:00:00,Masculino,Adopción Simple
25JUL2016:10:45:23,07JAN1981:00:00:00,Masculino,Adopción Simple
04AUG2016:12:32:21,08NOV2000:00:00:00,Masculino,Adopción Simple
18JUL2016:09:13:17,27APR2005:00:00:00,Masculino,Adopción Plena
18JUL2016:09:22:10,14APR2008:00:00:00,Femenino,Adopción Plena
08AUG2016:12:02:01,26JUL2013:00:00:00,Femenino,Adopción Plena
30JUN2016:10:59:49,04AUG2014:00:00:00,Masculino,Adopción Plena
16SEP2016:12:46:00,26JUN2013:00:00:00,Masculino,Adopción Plena
21JUL2016:13:42:33,22JUN2008:00:00:00,Masculino,Adopción Plena
04AUG2016:12:54:58,23MAR2003:00:00:00,Femenino,Adopción Simple
04AUG2016:13:12:47,08AUG1999:00:00:00,Femenino,Adopción Simple
08SEP2016:09:30:38,29AUG2010:00:00:00,Masculino,Adopción Simple
05AUG2016:14:02:55,06SEP2011:00:00:00,Masculino,Adopción Plena
12JUL2016:11:58:09,12JUL1997:00:00:00,,Adopción Plena
15JUL2016:11:24:04,25SEP2011:00:00:00,Masculino,Adopción Plena
27OCT2016:13:46:25,02FEB2005:00:00:00,Masculino,Adopción Plena
07OCT2016:14:44:14,15MAR1966:00:00:00,Masculino,Adopción Plena
11OCT2016:13:04:59,13OCT2011:00:00:00,Femenino,Adopción Plena
16MAR2017:09:49:48,09SEP1997:00:00:00,Femenino,Adopción Simple
16NOV2016:12:51:30,10NOV2008:00:00:00,Masculino,Adopción Plena
28OCT2016:12:45:34,21AUG2007:00:00:00,Femenino,Adopción Plena
16NOV2016:12:09:02,07SEP2001:00:00:00,Masculino,Adopción Simple
18OCT2016:10:32:23,15JUL1975:00:00:00,Masculino,Adopción Simple
04OCT2016:14:10:37,16MAR1994:00:00:00,Femenino,Adopción Plena
28OCT2016:13:01:22,28FEB2011:00:00:00,Femenino,Adopción Plena
18OCT2016:11:35:30,16JUL1984:00:00:00,Masculino,Adopción Simple
21SEP2016:10:20:58,02MAR2008:00:00:00,Masculino,Adopción Plena
12DEC2016:11:45:59,23NOV2009:00:00:00,Femenino,Adopción Plena
13OCT2016:12:02:29,09AUG2008:00:00:00,Femenino,Adopción Plena
18NOV2016:12:17:40,21JAN2015:00:00:00,Masculino,Adopción Plena
12DEC2016:13:35:19,30SEP2009:00:00:00,Masculino,Adopción Plena
01NOV2016:13:10:19,05MAR2015:00:00:00,Masculino,Adopción Plena
23SEP2016:12:37:34,25FEB2014:00:00:00,Femenino,Adopción Plena
18OCT2016:11:16:25,23NOV1982:00:00:00,Masculino,Adopción Simple
26OCT2016:13:18:54,27JUL1996:00:00:00,Femenino,Adopción Plena
06OCT2016:11:41:44,07DEC1997:00:00:00,Masculino,Adopción Simple
14OCT2016:13:06:22,14JUN2009:00:00:00,Masculino,Adopción Plena
03OCT2016:10:44:42,13MAR2007:00:00:00,Femenino,Adopción Plena
12DEC2016:13:24:46,30JUN2008:00:00:00,Femenino,Adopción Plena
25NOV2015:11:42:10,22AUG2000:00:00:00,Femenino,Adopción Simple
04NOV2015:13:19:07,25DEC2012:00:00:00,Femenino,Adopción Plena
04NOV2015:13:39:40,29MAY2009:00:00:00,Masculino,Adopción Plena
10NOV2015:14:08:32,29AUG2013:00:00:00,Masculino,Adopción Plena
21OCT2015:12:28:02,22MAY2013:00:00:00,Masculino,Adopción Plena
17DEC2015:10:18:58,31OCT1987:00:00:00,Masculino,Adopción Simple
07OCT2015:10:35:31,10JUL2011:00:00:00,Femenino,Adopción Plena
13NOV2015:11:56:36,19APR2014:00:00:00,Femenino,Adopción Plena
29OCT2015:10:32:13,02AUG2001:00:00:00,Femenino,Adopción Plena
27OCT2015:11:21:12,30SEP1998:00:00:00,Femenino,Adopción Simple
16OCT2015:13:40:33,08MAY2012:00:00:00,Masculino,Adopción Plena
19OCT2015:12:58:17,30JUN2010:00:00:00,Femenino,Adopción Plena
17NOV2015:09:48:08,01MAY2012:00:00:00,Masculino,Adopción Plena
06OCT2015:15:17:00,10JUN2005:00:00:00,Masculino,Adopción Plena
19OCT2015:13:38:17,06NOV2008:00:00:00,Femenino,Adopción Plena
12NOV2015:11:30:59,19APR2014:00:00:00,Femenino,Adopción Plena
28DEC2015:12:13:18,04JUN1997:00:00:00,Masculino,Adopción Plena
17NOV2015:10:18:56,19SEP2013:00:00:00,Masculino,Adopción Plena
18NOV2015:11:09:12,03JAN2008:00:00:00,Masculino,Adopción Plena
10DEC2015:10:05:11,02MAR2014:00:00:00,Masculino,Adopción Plena
20NOV2015:12:14:03,08OCT2013:00:00:00,Masculino,Adopción Plena
09NOV2015:14:26:22,18JUL1984:00:00:00,,Adopción Plena
05NOV2015:15:05:17,06MAR2013:00:00:00,Femenino,Adopción Plena
22DEC2015:12:51:48,03NOV2003:00:00:00,Masculino,Adopción Plena
09DEC2015:11:00:12,30AUG1999:00:00:00,Masculino,Adopción Plena
05NOV2015:14:41:50,06MAR2003:00:00:00,Femenino,Adopción Plena
23NOV2015:14:08:10,12NOV2003:00:00:00,Femenino,Adopción Plena
02DEC2015:12:33:38,10MAR2008:00:00:00,Masculino,Adopción Plena
17DEC2015:13:12:48,06JUN2006:00:00:00,Masculino,Adopción Simple
17DEC2015:14:11:31,10JAN2015:00:00:00,,Adopción Plena
05NOV2015:15:37:17,23MAR1997:00:00:00,Masculino,Adopción Plena
25NOV2015:10:57:22,27AUG2007:00:00:00,Masculino,Adopción Plena
11DEC2015:11:04:11,26MAR2014:00:00:00,Femenino,Adopción Plena
18DEC2015:15:09:48,27FEB2004:00:00:00,Masculino,Adopción Plena
29OCT2015:13:27:35,16JUL2011:00:00:00,Femenino,Adopción Plena
16OCT2015:15:13:58,08MAY2012:00:00:00,Masculino,Adopción Plena
02DEC2015:12:20:06,24AUG2003:00:00:00,Femenino,Adopción Plena
28DEC2015:13:42:58,19MAR1997:00:00:00,Femenino,Adopción Plena
21DEC2015:10:43:24,03NOV1996:00:00:00,Femenino,Adopción Plena
21JUN2016:14:42:17,23JAN1997:00:00:00,Femenino,Adopción Plena
28MAR2016:13:00:58,15FEB1989:00:00:00,Femenino,Adopción Plena
18FEB2016:12:47:07,04SEP2009:00:00:00,Femenino,Adopción Plena
08APR2016:11:42:59,09MAR1991:00:00:00,Femenino,Adopción Plena
13JAN2016:13:36:47,31DEC2013:00:00:00,Femenino,Adopción Plena
25FEB2016:11:22:55,13SEP2014:00:00:00,Femenino,Adopción Plena
22FEB2016:11:29:53,26JUL2009:00:00:00,Femenino,Adopción Plena
26JAN2016:12:41:19,21OCT2008:00:00:00,Femenino,Adopción Plena
02MAR2016:10:15:51,18FEB2014:00:00:00,,Adopción Plena
04MAR2016:11:27:25,18NOV1982:00:00:00,Femenino,Adopción Simple
16MAR2016:14:15:34,29APR1995:00:00:00,Masculino,Adopción Plena
26JAN2016:12:39:57,10MAY2010:00:00:00,,Adopción Plena
05MAY2016:10:49:48,07NOV2011:00:00:00,Femenino,Adopción Plena
10JUN2016:12:44:25,29OCT2014:00:00:00,Masculino,Adopción Plena
23FEB2016:09:51:10,20APR1986:00:00:00,Masculino,Adopción Simple
04MAR2016:11:25:10,12MAR2000:00:00:00,Femenino,Adopción Simple
02MAR2016:11:28:53,02MAY1999:00:00:00,Masculino,Adopción Plena
15JAN2016:13:53:54,18SEP2004:00:00:00,Masculino,Adopción Simple
08APR2016:15:18:33,16AUG2009:00:00:00,Femenino,Adopción Plena
16FEB2016:12:19:37,26MAR2008:00:00:00,Masculino,Adopción Plena
13JUN2016:09:27:21,13DEC2013:00:00:00,Masculino,Adopción Plena
11MAR2016:12:14:05,14APR2001:00:00:00,Masculino,Adopción Plena
03MAR2016:11:41:23,02NOV2000:00:00:00,Masculino,Adopción Plena
09JUN2016:09:32:10,11JUL2008:00:00:00,Femenino,Adopción Plena
11MAR2016:11:22:37,12MAR2000:00:00:00,Femenino,Adopción Simple
06APR2016:12:15:04,01MAY1982:00:00:00,Femenino,Adopción Simple
09MAY2016:12:33:57,04SEP2006:00:00:00,Femenino,Adopción Plena
21MAR2016:13:29:30,08JUL2007:00:00:00,Femenino,Adopción Plena
18FEB2016:13:46:30,12JUN2006:00:00:00,Masculino,Adopción Plena
02FEB2016:14:32:41,21OCT2001:00:00:00,Femenino,Adopción Plena
29MAR2016:14:33:50,07NOV2013:00:00:00,Femenino,Adopción Plena
09MAR2016:09:57:16,21MAR2013:00:00:00,Femenino,Adopción Plena
14MAR2016:10:28:49,21APR1979:00:00:00,Masculino,Adopción Simple
12JAN2016:10:38:39,25APR2014:00:00:00,Femenino,Adopción Plena
21MAR2016:15:38:09,06MAY2013:00:00:00,Masculino,Adopción Plena
17FEB2016:12:27:23,05OCT2012:00:00:00,Masculino,Adopción Plena
11JAN2016:15:20:11,04OCT2001:00:00:00,,Adopción Simple
23MAR2016:13:25:55,25APR1971:00:00:00,Masculino,Adopción Simple
11MAR2016:10:29:20,21APR1979:00:00:00,Masculino,Adopción Simple
14MAR2016:10:29:33,08SEP1980:00:00:00,Masculino,Adopción Simple
26FEB2016:11:10:15,02OCT1997:00:00:00,Femenino,Adopción Plena
14MAR2016:10:17:13,17SEP2007:00:00:00,Masculino,Adopción Plena
11MAR2016:12:42:27,14APR2001:00:00:00,Masculino,Adopción Plena
08MAR2016:11:06:17,29MAY2013:00:00:00,Masculino,Adopción Plena
14MAR2016:13:35:48,21MAR2013:00:00:00,Femenino,Adopción Plena
07APR2016:11:30:31,12FEB2003:00:00:00,Masculino,Adopción Simple
23MAY2016:12:18:20,16JUL2012:00:00:00,Masculino,Adopción Plena
31MAR2016:12:02:16,15SEP1993:00:00:00,Femenino,Adopción Simple
06APR2016:11:06:29,26APR2007:00:00:00,Masculino,Adopción Plena
17MAY2016:10:14:41,26AUG2014:00:00:00,Masculino,Adopción Plena
24MAY2016:10:41:58,28OCT2014:00:00:00,Masculino,Adopción Plena
01APR2016:14:17:16,23FEB1996:00:00:00,Masculino,Adopción Plena
02JUN2016:09:32:03,14JUL2004:00:00:00,Masculino,Adopción Plena
22APR2016:14:51:39,29APR1983:00:00:00,Masculino,Adopción Simple
04APR2016:09:45:46,13JUN1996:00:00:00,Femenino,Adopción Simple
09MAY2016:12:25:13,11MAR2005:00:00:00,Masculino,Adopción Plena
22APR2016:14:16:55,22OCT1992:00:00:00,,Adopción Simple
19MAY2016:13:00:05,23OCT2014:00:00:00,Femenino,Adopción Plena
31MAR2016:14:40:14,19SEP1995:00:00:00,Femenino,Adopción Simple
05APR2016:12:01:05,31AUG1983:00:00:00,,Adopción Simple
21APR2016:15:31:38,24OCT2008:00:00:00,Femenino,Adopción Simple
31MAR2016:13:25:55,17JUL1995:00:00:00,Femenino,Adopción Simple
11APR2016:12:24:01,24JAN2008:00:00:00,Masculino,Adopción Simple
11APR2016:14:00:35,11AUG2009:00:00:00,Femenino,Adopción Simple
27MAY2016:12:09:48,19OCT2012:00:00:00,Masculino,Adopción Plena
07APR2016:10:41:22,18NOV1982:00:00:00,Femenino,Adopción Simple
06APR2016:10:29:37,21APR2004:00:00:00,Femenino,Adopción Plena
28APR2016:10:15:26,13AUG2009:00:00:00,Femenino,Adopción Plena
29APR2016:11:52:10,06JAN2013:00:00:00,Masculino,Adopción Plena
16MAY2016:11:21:27,24SEP2013:00:00:00,Femenino,Adopción Plena
07APR2016:11:09:36,11DEC1981:00:00:00,Masculino,Adopción Simple
26APR2016:10:35:50,18MAR2004:00:00:00,Femenino,Adopción Plena
28APR2016:11:09:15,19MAR2002:00:00:00,Masculino,Adopción Plena
15JUN2016:11:31:25,11SEP1998:00:00:00,Femenino,Adopción Simple
15JUN2016:12:55:55,02NOV1983:00:00:00,,Adopción Simple
17SEP2015:09:52:11,12MAR2006:00:00:00,Femenino,Adopción Plena
11SEP2015:10:11:23,13JUL1989:00:00:00,Masculino,Adopción Simple
18SEP2015:09:38:52,13OCT1999:00:00:00,Femenino,Adopción Plena
20AUG2015:10:43:00,11APR1994:00:00:00,,Adopción Simple
11AUG2015:12:43:48,19SEP1997:00:00:00,,Adopción Simple
19AUG2015:15:18:19,06JUN1995:00:00:00,Femenino,Adopción Simple
22SEP2015:11:56:45,20MAY1993:00:00:00,,Adopción Simple
22SEP2015:12:04:01,02DEC2002:00:00:00,Femenino,Adopción Simple
16SEP2015:10:28:05,27MAY1991:00:00:00,Masculino,Adopción Plena
18SEP2015:09:17:13,03NOV2002:00:00:00,Masculino,Adopción Plena
28SEP2015:12:53:00,24AUG2005:00:00:00,Femenino,Adopción Plena
16SEP2015:14:03:07,07NOV1996:00:00:00,,Adopción Simple
04AUG2015:15:40:31,19SEP1997:00:00:00,,Adopción Simple
09NOV2015:11:37:40,17FEB1998:00:00:00,Masculino,Adopción Plena
01OCT2015:09:53:12,12SEP2002:00:00:00,Femenino,Adopción Plena
26OCT2015:13:09:01,23JUL2013:00:00:00,Masculino,Adopción Plena
19NOV2015:10:33:50,26JAN2013:00:00:00,Femenino,Adopción Plena
06NOV2015:12:05:27,15AUG2013:00:00:00,Masculino,Adopción Plena
13NOV2015:09:33:24,19APR2014:00:00:00,Femenino,Adopción Plena
25NOV2015:14:56:17,09NOV2012:00:00:00,Femenino,Adopción Plena
05NOV2015:11:12:47,23DEC2012:00:00:00,Femenino,Adopción Plena
22OCT2015:13:05:36,21AUG1999:00:00:00,Masculino,Adopción Plena
17NOV2015:10:32:32,07SEP2013:00:00:00,Femenino,Adopción Plena
02DEC2015:13:27:47,24AUG2003:00:00:00,Femenino,Adopción Plena
13NOV2015:11:49:06,19APR2014:00:00:00,Femenino,Adopción Plena
13NOV2015:12:07:13,19APR2014:00:00:00,Femenino,Adopción Plena
30NOV2015:15:03:27,23JAN2010:00:00:00,Femenino,Adopción Plena
20NOV2015:09:43:38,27OCT1997:00:00:00,Masculino,Adopción Plena
09NOV2015:15:08:47,16JAN1998:00:00:00,Femenino,Adopción Plena
22DEC2015:12:52:35,06APR2005:00:00:00,Masculino,Adopción Plena
22DEC2015:12:53:13,28JUL2007:00:00:00,Masculino,Adopción Plena
23DEC2015:09:26:14,22FEB2006:00:00:00,Masculino,Adopción Simple
14OCT2015:10:09:56,28JUN2002:00:00:00,Femenino,Adopción Plena
04NOV2015:14:03:14,23MAR2011:00:00:00,Femenino,Adopción Plena
18DEC2015:14:36:36,21SEP2001:00:00:00,Masculino,Adopción Plena
04NOV2015:14:26:36,29MAY2009:00:00:00,Masculino,Adopción Plena
22DEC2015:13:32:48,18MAY2014:00:00:00,Femenino,Adopción Plena
04DEC2015:13:21:07,19NOV2009:00:00:00,Masculino,Adopción Plena
04NOV2015:14:37:30,23MAR2011:00:00:00,Femenino,Adopción Plena
15DEC2015:10:09:34,05SEP2011:00:00:00,Femenino,Adopción Plena
28DEC2015:14:58:41,14NOV2013:00:00:00,Femenino,Adopción Plena
12NOV2015:09:32:10,15MAR2013:00:00:00,Femenino,Adopción Plena
15SEP2015:10:45:33,12MAR2006:00:00:00,Femenino,Adopción Plena
20NOV2015:15:17:00,26SEP1997:00:00:00,Masculino,Adopción Simple
11DEC2015:10:30:09,28MAY2014:00:00:00,Masculino,Adopción Plena
21DEC2015:10:58:41,27OCT1999:00:00:00,Femenino,Adopción Plena
11DEC2015:10:42:28,27JUN2014:00:00:00,Masculino,Adopción Plena
05OCT2015:13:00:32,09MAR2006:00:00:00,Masculino,Adopción Plena
09DEC2015:11:07:58,03FEB2003:00:00:00,Masculino,Adopción Plena
17DEC2015:13:45:02,15DEC2009:00:00:00,Masculino,Adopción Simple
21OCT2015:13:33:17,01MAY2011:00:00:00,Femenino,Adopción Plena
